date,DJI,GSPC,IXIC
2001-05-10,10910.4404296875,1255.1800537109375,2128.860107421875
2001-05-11,10821.3095703125,1245.6700439453125,2107.429931640625
2001-05-14,10877.330078125,1248.9200439453125,2081.919921875
2001-05-15,10872.9697265625,1249.43994140625,2085.580078125
2001-05-16,11215.919921875,1284.989990234375,2166.43994140625
2001-05-17,11248.580078125,1288.489990234375,2193.679931640625
2001-05-18,11301.740234375,1291.9599609375,2198.8798828125
2001-05-21,11337.919921875,1312.8299560546875,2305.590087890625
2001-05-22,11257.240234375,1309.3800048828125,2313.85009765625
2001-05-23,11105.509765625,1289.050048828125,2243.47998046875
2001-05-24,11122.419921875,1293.1700439453125,2282.02001953125
2001-05-25,11005.3701171875,1277.8900146484375,2251.030029296875
2001-05-29,11039.1396484375,1267.9300537109375,2175.5400390625
2001-05-30,10872.6396484375,1248.0799560546875,2084.5
2001-05-31,10911.9404296875,1255.8199462890625,2110.489990234375
2001-06-01,10990.41015625,1260.6700439453125,2149.43994140625
2001-06-04,11061.51953125,1267.1099853515625,2155.929931640625
2001-06-05,11175.83984375,1283.5699462890625,2233.659912109375
2001-06-06,11070.240234375,1270.030029296875,2217.72998046875
2001-06-07,11090.740234375,1276.9599609375,2264.0
2001-06-08,10977.0,1264.9599609375,2215.10009765625
2001-06-11,10922.08984375,1254.3900146484375,2170.780029296875
2001-06-12,10948.3798828125,1255.8499755859375,2169.949951171875
2001-06-13,10871.6201171875,1241.5999755859375,2121.659912109375
2001-06-14,10690.1298828125,1219.8699951171875,2044.0699462890625
2001-06-15,10623.6396484375,1214.3599853515625,2028.4300537109375
2001-06-18,10645.3798828125,1208.4300537109375,1988.6300048828125
2001-06-19,10596.669921875,1212.5799560546875,1992.6600341796875
2001-06-20,10647.330078125,1223.1400146484375,2031.239990234375
2001-06-21,10715.4296875,1237.0400390625,2058.760009765625
2001-06-22,10604.58984375,1225.3499755859375,2034.8399658203125
2001-06-25,10504.2197265625,1218.5999755859375,2050.8701171875
2001-06-26,10472.48046875,1216.760009765625,2064.6201171875
2001-06-27,10434.83984375,1211.0699462890625,2074.739990234375
2001-06-28,10566.2099609375,1226.199951171875,2125.4599609375
2001-06-29,10502.400390625,1224.3800048828125,2160.5400390625
2001-07-02,10593.7197265625,1236.719970703125,2148.719970703125
2001-07-03,10571.1103515625,1234.449951171875,2140.800048828125
2001-07-05,10479.8603515625,1219.239990234375,2080.110107421875
2001-07-06,10252.6796875,1190.5899658203125,2004.1600341796875
2001-07-09,10299.400390625,1198.780029296875,2026.7099609375
2001-07-10,10175.6396484375,1181.52001953125,1962.7900390625
2001-07-11,10241.01953125,1180.1800537109375,1972.0400390625
2001-07-12,10478.990234375,1208.1400146484375,2075.739990234375
2001-07-13,10539.0595703125,1215.6800537109375,2084.7900390625
2001-07-16,10472.1201171875,1202.449951171875,2029.1199951171875
2001-07-17,10606.3896484375,1214.43994140625,2067.320068359375
2001-07-18,10569.830078125,1207.7099609375,2016.1700439453125
2001-07-19,10610.0,1215.02001953125,2046.5899658203125
2001-07-20,10576.650390625,1210.8499755859375,2029.3699951171875
2001-07-23,10424.419921875,1191.030029296875,1988.56005859375
2001-07-24,10241.1201171875,1171.6500244140625,1959.239990234375
2001-07-25,10405.669921875,1190.489990234375,1984.3199462890625
2001-07-26,10455.6298828125,1202.9300537109375,2022.9599609375
2001-07-27,10416.669921875,1205.8199462890625,2029.0699462890625
2001-07-30,10401.7197265625,1204.52001953125,2017.8399658203125
2001-07-31,10522.8095703125,1211.22998046875,2027.1300048828125
2001-08-01,10510.009765625,1215.9300537109375,2068.3798828125
2001-08-02,10551.1796875,1220.75,2087.3798828125
2001-08-03,10512.7802734375,1214.3499755859375,2066.330078125
2001-08-06,10401.3095703125,1200.47998046875,2034.260009765625
2001-08-07,10458.740234375,1204.4000244140625,2027.7900390625
2001-08-08,10293.5,1183.530029296875,1966.3599853515625
2001-08-09,10298.5595703125,1183.4300537109375,1963.3199462890625
2001-08-10,10416.25,1190.1600341796875,1956.469970703125
2001-08-13,10415.91015625,1191.2900390625,1982.25
2001-08-14,10412.169921875,1186.72998046875,1964.530029296875
2001-08-15,10345.9501953125,1178.02001953125,1918.8900146484375
2001-08-16,10392.51953125,1181.6600341796875,1930.3199462890625
2001-08-17,10240.7802734375,1161.969970703125,1867.010009765625
2001-08-20,10320.0703125,1171.4100341796875,1881.3499755859375
2001-08-21,10174.1396484375,1157.260009765625,1831.300048828125
2001-08-22,10276.900390625,1165.31005859375,1860.010009765625
2001-08-23,10229.150390625,1162.0899658203125,1842.969970703125
2001-08-24,10423.169921875,1184.9300537109375,1916.800048828125
2001-08-27,10382.349609375,1179.2099609375,1912.4100341796875
2001-08-28,10222.0302734375,1161.510009765625,1864.97998046875
2001-08-29,10090.900390625,1148.56005859375,1843.1700439453125
2001-08-30,9919.580078125,1129.030029296875,1791.6800537109375
2001-08-31,9949.75,1133.5799560546875,1805.4300537109375
2001-09-04,9997.490234375,1132.93994140625,1770.780029296875
2001-09-05,10033.26953125,1131.739990234375,1759.010009765625
2001-09-06,9840.83984375,1106.4000244140625,1705.6400146484375
2001-09-07,9605.849609375,1085.780029296875,1687.699951171875
2001-09-10,9605.509765625,1092.5400390625,1695.3800048828125
2001-09-17,8920.7001953125,1038.77001953125,1579.550048828125
2001-09-18,8903.400390625,1032.739990234375,1555.0799560546875
2001-09-19,8759.1298828125,1016.0999755859375,1527.800048828125
2001-09-20,8376.2099609375,984.5399780273438,1470.9300537109375
2001-09-21,8235.8095703125,965.7999877929688,1423.18994140625
2001-09-24,8603.8603515625,1003.4500122070312,1499.4000244140625
2001-09-25,8659.9697265625,1012.27001953125,1501.6400146484375
2001-09-26,8567.3896484375,1007.0399780273438,1464.0400390625
2001-09-27,8681.419921875,1018.6099853515625,1460.7099609375
2001-09-28,8847.5595703125,1040.93994140625,1498.800048828125
2001-10-01,8836.830078125,1038.550048828125,1480.4599609375
2001-10-02,8950.58984375,1051.3299560546875,1492.3299560546875
2001-10-03,9123.7802734375,1072.280029296875,1580.81005859375
2001-10-04,9060.8798828125,1069.6300048828125,1597.31005859375
2001-10-05,9119.76953125,1071.3800048828125,1605.300048828125
2001-10-08,9067.9404296875,1062.43994140625,1605.949951171875
2001-10-09,9052.4404296875,1056.75,1570.18994140625
2001-10-10,9240.8603515625,1080.989990234375,1626.260009765625
2001-10-11,9410.4501953125,1097.4300537109375,1701.469970703125
2001-10-12,9344.16015625,1091.6500244140625,1703.4000244140625
2001-10-15,9347.6201171875,1089.97998046875,1696.31005859375
2001-10-16,9384.23046875,1097.5400390625,1722.0699462890625
2001-10-17,9232.9697265625,1077.0899658203125,1646.3399658203125
2001-10-18,9163.2197265625,1068.6099853515625,1652.719970703125
2001-10-19,9204.1103515625,1073.47998046875,1671.31005859375
2001-10-22,9377.0302734375,1089.9000244140625,1708.0799560546875
2001-10-23,9340.080078125,1084.780029296875,1704.43994140625
2001-10-24,9345.6201171875,1085.199951171875,1731.5400390625
2001-10-25,9462.900390625,1100.0899658203125,1775.469970703125
2001-10-26,9545.169921875,1104.6099853515625,1768.9599609375
2001-10-29,9269.5,1078.300048828125,1699.52001953125
2001-10-30,9121.98046875,1059.7900390625,1667.4100341796875
2001-10-31,9075.1396484375,1059.780029296875,1690.199951171875
2001-11-01,9263.900390625,1084.0999755859375,1746.300048828125
2001-11-02,9323.5400390625,1087.199951171875,1745.72998046875
2001-11-05,9441.0302734375,1102.8399658203125,1793.6500244140625
2001-11-06,9591.1201171875,1118.8599853515625,1835.0799560546875
2001-11-07,9554.3701171875,1115.800048828125,1837.530029296875
2001-11-08,9587.51953125,1118.5400390625,1827.77001953125
2001-11-09,9608.0,1120.31005859375,1828.47998046875
2001-11-12,9554.3701171875,1118.3299560546875,1840.1300048828125
2001-11-13,9750.9501953125,1139.0899658203125,1892.1099853515625
2001-11-14,9823.6103515625,1141.2099609375,1903.18994140625
2001-11-15,9872.3896484375,1142.239990234375,1900.5699462890625
2001-11-16,9866.990234375,1138.6500244140625,1898.5799560546875
2001-11-19,9976.4599609375,1151.06005859375,1934.4200439453125
2001-11-20,9901.3798828125,1142.6600341796875,1880.510009765625
2001-11-21,9834.6796875,1137.030029296875,1875.050048828125
2001-11-23,9959.7099609375,1150.3399658203125,1903.199951171875
2001-11-26,9982.75,1157.4200439453125,1941.22998046875
2001-11-27,9872.599609375,1149.5,1935.969970703125
2001-11-28,9711.8603515625,1128.52001953125,1887.969970703125
2001-11-29,9829.419921875,1140.199951171875,1933.260009765625
2001-11-30,9851.5595703125,1139.449951171875,1930.5799560546875
2001-12-03,9763.9599609375,1129.9000244140625,1904.9000244140625
2001-12-04,9893.83984375,1144.800048828125,1963.0999755859375
2001-12-05,10114.2900390625,1170.3499755859375,2046.8399658203125
2001-12-06,10099.1396484375,1167.0999755859375,2054.27001953125
2001-12-07,10049.4599609375,1158.31005859375,2021.260009765625
2001-12-10,9921.4501953125,1139.9300537109375,1992.1199951171875
2001-12-11,9888.3701171875,1136.760009765625,2001.9300537109375
2001-12-12,9894.8095703125,1137.0699462890625,2011.3800048828125
2001-12-13,9766.4501953125,1119.3800048828125,1946.510009765625
2001-12-14,9811.150390625,1123.0899658203125,1953.1700439453125
2001-12-17,9891.9697265625,1134.3599853515625,1987.449951171875
2001-12-18,9998.3896484375,1142.9200439453125,2004.760009765625
2001-12-19,10070.490234375,1149.56005859375,1982.8900146484375
2001-12-20,9985.1796875,1139.9300537109375,1918.5400390625
2001-12-21,10035.33984375,1144.8900146484375,1945.8299560546875
2001-12-24,10035.33984375,1144.6500244140625,1944.47998046875
2001-12-26,10088.1396484375,1149.3699951171875,1960.699951171875
2001-12-27,10131.3095703125,1157.1300048828125,1976.4200439453125
2001-12-28,10136.990234375,1161.02001953125,1987.260009765625
2001-12-31,10021.5703125,1148.0799560546875,1950.4000244140625
2002-01-02,10073.400390625,1154.6700439453125,1979.25
2002-01-03,10172.1396484375,1165.27001953125,2044.27001953125
2002-01-04,10259.740234375,1172.510009765625,2059.3798828125
2002-01-07,10197.0498046875,1164.8900146484375,2037.0999755859375
2002-01-08,10150.5498046875,1160.7099609375,2055.739990234375
2002-01-09,10094.08984375,1155.1400146484375,2044.8900146484375
2002-01-10,10067.8603515625,1156.550048828125,2047.239990234375
2002-01-11,9987.5302734375,1145.5999755859375,2022.4599609375
2002-01-14,9891.419921875,1138.4100341796875,1990.739990234375
2002-01-15,9924.150390625,1146.18994140625,2000.9100341796875
2002-01-16,9712.26953125,1127.5699462890625,1944.43994140625
2002-01-17,9850.0400390625,1138.8800048828125,1985.8199462890625
2002-01-18,9771.849609375,1127.5799560546875,1930.3399658203125
2002-01-22,9713.7998046875,1119.31005859375,1882.530029296875
2002-01-23,9730.9599609375,1128.1800537109375,1922.3800048828125
2002-01-24,9796.0703125,1132.1500244140625,1942.5799560546875
2002-01-25,9840.080078125,1133.280029296875,1937.699951171875
2002-01-28,9865.75,1133.06005859375,1943.9100341796875
2002-01-29,9618.240234375,1100.6400146484375,1892.989990234375
2002-01-30,9762.8603515625,1113.5699462890625,1913.43994140625
2002-01-31,9920.0,1130.199951171875,1934.030029296875
2002-02-01,9907.259765625,1122.199951171875,1911.239990234375
2002-02-04,9687.08984375,1094.43994140625,1855.530029296875
2002-02-05,9685.4296875,1090.02001953125,1838.52001953125
2002-02-06,9653.3896484375,1083.510009765625,1812.7099609375
2002-02-07,9625.4404296875,1080.1700439453125,1782.1099853515625
2002-02-08,9744.240234375,1096.219970703125,1818.8800048828125
2002-02-11,9884.7802734375,1111.93994140625,1846.6600341796875
2002-02-12,9863.740234375,1107.5,1834.2099609375
2002-02-13,9989.669921875,1118.510009765625,1859.1600341796875
2002-02-14,10001.990234375,1116.47998046875,1843.3699951171875
2002-02-15,9903.0400390625,1104.1800537109375,1805.199951171875
2002-02-19,9745.1396484375,1083.3399658203125,1750.6099853515625
2002-02-20,9941.169921875,1097.97998046875,1775.5699462890625
2002-02-21,9834.6796875,1080.949951171875,1716.239990234375
2002-02-22,9968.150390625,1089.8399658203125,1724.5400390625
2002-02-25,10145.7099609375,1109.4300537109375,1769.8800048828125
2002-02-26,10115.259765625,1109.3800048828125,1766.8599853515625
2002-02-27,10127.580078125,1109.8900146484375,1751.8800048828125
2002-02-28,10106.1298828125,1106.72998046875,1731.489990234375
2002-03-01,10368.8603515625,1131.780029296875,1802.739990234375
2002-03-04,10586.8203125,1153.8399658203125,1859.3199462890625
2002-03-05,10433.41015625,1146.1400146484375,1866.2900390625
2002-03-06,10574.2900390625,1162.77001953125,1890.4000244140625
2002-03-07,10525.3701171875,1157.5400390625,1881.6300048828125
2002-03-08,10572.490234375,1164.31005859375,1929.6700439453125
2002-03-11,10611.240234375,1168.260009765625,1929.489990234375
2002-03-12,10632.349609375,1165.5799560546875,1897.1199951171875
2002-03-13,10501.849609375,1154.0899658203125,1862.030029296875
2002-03-14,10517.1396484375,1153.0400390625,1854.1400146484375
2002-03-15,10607.23046875,1166.1600341796875,1868.300048828125
2002-03-18,10577.75,1165.550048828125,1877.06005859375
2002-03-19,10635.25,1170.2900390625,1880.8699951171875
2002-03-20,10501.5703125,1151.8499755859375,1832.8699951171875
2002-03-21,10479.83984375,1153.5899658203125,1868.8299560546875
2002-03-22,10427.669921875,1148.699951171875,1851.3900146484375
2002-03-25,10281.669921875,1131.8699951171875,1812.489990234375
2002-03-26,10353.3603515625,1138.489990234375,1824.1700439453125
2002-03-27,10426.91015625,1144.5799560546875,1826.75
2002-03-28,10403.9404296875,1147.3900146484375,1845.3499755859375
2002-04-01,10362.7001953125,1146.5400390625,1862.6199951171875
2002-04-02,10313.7099609375,1136.760009765625,1804.4000244140625
2002-04-03,10198.2900390625,1125.4000244140625,1784.3499755859375
2002-04-04,10235.169921875,1126.3399658203125,1789.75
2002-04-05,10271.6396484375,1122.72998046875,1770.030029296875
2002-04-08,10249.080078125,1125.2900390625,1785.8699951171875
2002-04-09,10208.669921875,1117.800048828125,1742.5699462890625
2002-04-10,10381.73046875,1130.469970703125,1767.0699462890625
2002-04-11,10176.080078125,1103.68994140625,1725.239990234375
2002-04-12,10190.8203125,1111.010009765625,1756.18994140625
2002-04-15,10093.669921875,1102.550048828125,1753.780029296875
2002-04-16,10301.3203125,1128.3699951171875,1816.7900390625
2002-04-17,10220.7802734375,1126.0699462890625,1810.6700439453125
2002-04-18,10205.2802734375,1124.469970703125,1802.4300537109375
2002-04-19,10257.1103515625,1125.1700439453125,1796.8299560546875
2002-04-22,10136.4296875,1107.8299560546875,1758.6800537109375
2002-04-23,10089.240234375,1100.9599609375,1730.2900390625
2002-04-24,10030.4296875,1093.1400146484375,1713.3399658203125
2002-04-25,10035.0595703125,1091.47998046875,1713.699951171875
2002-04-26,9910.7197265625,1076.3199462890625,1663.8900146484375
2002-04-29,9819.8701171875,1065.449951171875,1656.9300537109375
2002-04-30,9946.2197265625,1076.9200439453125,1688.22998046875
2002-05-01,10059.6298828125,1086.4599609375,1677.530029296875
2002-05-02,10091.8701171875,1084.56005859375,1644.8199462890625
2002-05-03,10006.6298828125,1073.4300537109375,1613.030029296875
2002-05-06,9808.0400390625,1052.6700439453125,1578.47998046875
2002-05-07,9836.5498046875,1049.489990234375,1573.8199462890625
2002-05-08,10141.830078125,1088.8499755859375,1696.2900390625
2002-05-09,10037.419921875,1073.010009765625,1650.489990234375
2002-05-10,9939.919921875,1054.989990234375,1600.8499755859375
2002-05-13,10109.66015625,1074.56005859375,1652.5400390625
2002-05-14,10298.1396484375,1097.280029296875,1719.050048828125
2002-05-15,10243.6796875,1091.0699462890625,1725.56005859375
2002-05-16,10289.2099609375,1098.22998046875,1730.43994140625
2002-05-17,10353.080078125,1106.5899658203125,1741.3900146484375
2002-05-20,10229.5,1091.8800048828125,1701.5899658203125
2002-05-21,10105.7099609375,1079.8800048828125,1664.1800537109375
2002-05-22,10157.8798828125,1086.02001953125,1673.449951171875
2002-05-23,10216.080078125,1097.0799560546875,1697.6300048828125
2002-05-24,10104.259765625,1083.8199462890625,1661.489990234375
2002-05-28,9981.580078125,1074.550048828125,1652.1700439453125
2002-05-29,9923.0400390625,1067.6600341796875,1624.3900146484375
2002-05-30,9911.6904296875,1064.6600341796875,1631.9200439453125
2002-05-31,9925.25,1067.1400146484375,1615.72998046875
2002-06-03,9709.7900390625,1040.6800537109375,1562.56005859375
2002-06-04,9687.83984375,1040.68994140625,1578.1199951171875
2002-06-05,9796.7998046875,1049.9000244140625,1595.260009765625
2002-06-06,9624.6396484375,1029.1500244140625,1554.8800048828125
2002-06-07,9589.669921875,1027.530029296875,1535.47998046875
2002-06-10,9645.400390625,1030.739990234375,1530.68994140625
2002-06-11,9517.259765625,1013.5999755859375,1497.1800537109375
2002-06-12,9617.7099609375,1020.260009765625,1519.1199951171875
2002-06-13,9502.7998046875,1009.5599975585938,1496.8800048828125
2002-06-14,9474.2099609375,1007.27001953125,1504.739990234375
2002-06-17,9687.419921875,1036.1700439453125,1553.2900390625
2002-06-18,9706.1201171875,1037.1400146484375,1542.9599609375
2002-06-19,9561.5703125,1019.989990234375,1496.8299560546875
2002-06-20,9431.76953125,1006.2899780273438,1464.75
2002-06-21,9253.7900390625,989.1400146484375,1440.9599609375
2002-06-24,9281.8203125,992.719970703125,1460.3399658203125
2002-06-25,9126.8203125,976.1400146484375,1423.989990234375
2002-06-26,9120.1103515625,973.530029296875,1429.3299560546875
2002-06-27,9269.919921875,990.6400146484375,1459.199951171875
2002-06-28,9243.259765625,989.8200073242188,1463.2099609375
2002-07-01,9109.7900390625,968.6500244140625,1403.800048828125
2002-07-02,9007.75,948.0900268554688,1357.8199462890625
2002-07-03,9054.9697265625,953.989990234375,1380.1700439453125
2002-07-05,9379.5,989.030029296875,1448.3599853515625
2002-07-08,9274.900390625,976.97998046875,1405.6099853515625
2002-07-09,9096.08984375,952.8300170898438,1381.1199951171875
2002-07-10,8813.5,920.469970703125,1346.010009765625
2002-07-11,8801.5302734375,927.3699951171875,1374.4300537109375
2002-07-12,8684.5302734375,921.3900146484375,1373.5
2002-07-15,8639.1904296875,917.9299926757812,1382.6199951171875
2002-07-16,8473.1103515625,900.9400024414062,1375.260009765625
2002-07-17,8542.48046875,906.0399780273438,1397.25
2002-07-18,8409.490234375,881.5599975585938,1356.949951171875
2002-07-19,8019.259765625,847.75,1319.1500244140625
2002-07-22,7784.580078125,819.8499755859375,1282.6500244140625
2002-07-23,7702.33984375,797.7000122070312,1229.050048828125
2002-07-24,8191.2900390625,843.4299926757812,1290.22998046875
2002-07-25,8186.31005859375,838.6799926757812,1240.0799560546875
2002-07-26,8264.3896484375,852.8400268554688,1262.1199951171875
2002-07-29,8711.8798828125,898.9600219726562,1335.25
2002-07-30,8680.0302734375,902.780029296875,1344.18994140625
2002-07-31,8736.58984375,911.6199951171875,1328.260009765625
2002-08-01,8506.6201171875,884.6599731445312,1280.0
2002-08-02,8313.1298828125,864.239990234375,1247.9200439453125
2002-08-05,8043.6298828125,834.5999755859375,1206.010009765625
2002-08-06,8274.08984375,859.5700073242188,1259.550048828125
2002-08-07,8456.150390625,876.77001953125,1280.9000244140625
2002-08-08,8712.01953125,905.4600219726562,1316.52001953125
2002-08-09,8745.4501953125,908.6400146484375,1306.1199951171875
2002-08-12,8688.8896484375,903.7999877929688,1306.8399658203125
2002-08-13,8482.3896484375,884.2100219726562,1269.280029296875
2002-08-14,8743.3095703125,919.6199951171875,1334.300048828125
2002-08-15,8818.1396484375,930.25,1345.010009765625
2002-08-16,8778.0595703125,928.77001953125,1361.010009765625
2002-08-19,8990.7900390625,950.7000122070312,1394.5400390625
2002-08-20,8872.0703125,937.4299926757812,1376.5899658203125
2002-08-21,8957.23046875,949.3599853515625,1409.25
2002-08-22,9053.6396484375,962.7000122070312,1422.949951171875
2002-08-23,8872.9599609375,940.8599853515625,1380.6199951171875
2002-08-26,8919.009765625,947.9500122070312,1391.739990234375
2002-08-27,8824.41015625,934.8200073242188,1347.780029296875
2002-08-28,8694.08984375,917.8699951171875,1314.3800048828125
2002-08-29,8670.990234375,917.7999877929688,1335.77001953125
2002-08-30,8663.5,916.0700073242188,1314.8499755859375
2002-09-03,8308.0498046875,878.02001953125,1263.8399658203125
2002-09-04,8425.1201171875,893.4000244140625,1292.31005859375
2002-09-05,8283.7001953125,879.1500244140625,1251.0
2002-09-06,8427.2001953125,893.9199829101562,1295.300048828125
2002-09-09,8519.3798828125,902.9600219726562,1304.5999755859375
2002-09-10,8602.6103515625,909.5800170898438,1320.0899658203125
2002-09-11,8581.169921875,909.4500122070312,1315.449951171875
2002-09-12,8379.41015625,886.9099731445312,1279.6800537109375
2002-09-13,8312.6904296875,889.8099975585938,1291.4000244140625
2002-09-16,8380.1796875,891.0999755859375,1275.8800048828125
2002-09-17,8207.5498046875,873.52001953125,1259.93994140625
2002-09-18,8172.4501953125,869.4600219726562,1252.1300048828125
2002-09-19,7942.39013671875,843.3200073242188,1216.449951171875
2002-09-20,7986.02001953125,845.3900146484375,1221.0899658203125
2002-09-23,7872.14990234375,833.7000122070312,1184.9300537109375
2002-09-24,7683.1298828125,819.2899780273438,1182.1700439453125
2002-09-25,7841.81982421875,839.6599731445312,1222.2900390625
2002-09-26,7997.1201171875,854.9500122070312,1221.6099853515625
2002-09-27,7701.4501953125,827.3699951171875,1199.1600341796875
2002-09-30,7591.93017578125,815.280029296875,1172.06005859375
2002-10-01,7938.7900390625,847.9099731445312,1213.719970703125
2002-10-02,7755.60986328125,827.9099731445312,1187.300048828125
2002-10-03,7717.18994140625,818.9500122070312,1165.56005859375
2002-10-04,7528.39990234375,800.5800170898438,1139.9000244140625
2002-10-07,7422.83984375,785.280029296875,1119.4000244140625
2002-10-08,7501.490234375,798.5499877929688,1129.219970703125
2002-10-09,7286.27001953125,776.760009765625,1114.1099853515625
2002-10-10,7533.9501953125,803.9199829101562,1163.3699951171875
2002-10-11,7850.2900390625,835.3200073242188,1210.469970703125
2002-10-14,7877.39990234375,841.4400024414062,1220.530029296875
2002-10-15,8255.6796875,881.27001953125,1282.43994140625
2002-10-16,8036.02978515625,860.02001953125,1232.4200439453125
2002-10-17,8275.0400390625,879.2000122070312,1272.2900390625
2002-10-18,8322.400390625,884.3900146484375,1287.8599853515625
2002-10-21,8538.240234375,899.719970703125,1309.6700439453125
